ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
003848.OF,20230120,20221231,1.143,1.424,,468165374.32,474352968.31,1.46293321,1
003900.OF,20230421,20230331,1.6794,1.6794,,43166603.63,43167786.58,1.6794,1
003900.OF,20230119,20221231,1.6419,1.6419,,101502012.44,101502012.44,1.6419,1
002179.OF,20230421,20230331,1.78,1.78,,77890350.9,107732524.37,1.78,1
002179.OF,20230120,20221231,1.61,1.61,,73459911.67,73459911.67,1.61,1
003717.OF,20230421,20230331,1.2191,1.2191,,45269626.73,48180992.28,1.2191,1
003717.OF,20230120,20221231,1.1329,1.1329,,41446556.86,42868208.44,1.1329,1
003284.OF,20230422,20230331,2.1536,2.1536,,121811186.36,121811186.36,2.1536,1
003284.OF,20230120,20221231,2.0438,2.0438,,77572213.69,77572213.69,2.0438,1
003780.OF,20230421,20230331,1.1976,1.3906,,217428537.05,217428537.05,1.39306291,1
003780.OF,20230120,20221231,1.1803,1.3733,,203112880.76,203112880.76,1.37293934,1
003993.OF,20230422,20230331,1.0955,1.5435,,92645329.52,92645329.52,1.51301301,1
003993.OF,20230120,20221231,1.0898,1.5378,,115581414.38,115581414.38,1.50514064,1
001710.OF,20230421,20230331,1.177,1.395,,1637792867.08,3622894937.98,1.44935627,1
001710.OF,20230119,20221231,1.161,1.379,,2097848285.14,4143137670.61,1.42965389,1
002455.OF,20230421,20230331,1.0052,1.4921,,776464664.92,776464664.92,1.54293442,1
002455.OF,20230120,20221231,0.9945,1.4814,,768255974.94,768255974.94,1.52651043,1
002118.OF,20230421,20230331,1.507,1.507,,120942846.54,156517297.46,1.507,1
002118.OF,20230120,20221231,1.491,1.491,,170874614.49,264458591.65,1.491,1
003805.OF,20230421,20230331,1.3637,1.3637,,61355983.74,61970353.68,1.3637,1
003805.OF,20230120,20221231,1.3487,1.3487,,133328081.54,134262485.21,1.3487,1
003799.OF,20230421,20230331,1.3193,1.3997,,85708811.79,94542934.94,1.40155293,1
003799.OF,20230120,20221231,1.2957,1.3761,,126163286.89,215777182.55,1.37648157,1
003876.OF,20230423,20230331,1.6625,1.6625,,446257066.06,506661109.32,1.6625,1
003876.OF,20230119,20221231,1.6079,1.6079,,431319968.49,488683604.18,1.6079,1
003603.OF,20230421,20230331,1.3266,1.4385,,60065680.97,64910818.71,1.47839923,1
003603.OF,20230120,20221231,1.3204,1.4323,,142843206.02,180617637.12,1.47148978,1
519625.OF,20230421,20230331,1.222,1.449,,245796802.85,345079763.68,1.48770046,1
519625.OF,20230119,20221231,1.183,1.41,,237943328.42,355161909.1,1.44022066,1
001659.OF,20230421,20230331,1.197,1.197,,10457990.75,10457990.75,1.197,1
001659.OF,20230120,20221231,1.2986,1.2986,,10795958.21,10795958.21,1.2986,1
003308.OF,20230421,20230331,1.0762,1.2585,,12396629.47,60506991.05,1.27073822,1
003308.OF,20230120,20221231,1.0211,1.2034,,7435981.47,10785405.26,1.20567812,1
003626.OF,20230422,20230331,1.171,1.2006,,15467501.77,38245775.59,1.12795755,1
003626.OF,20230120,20221231,1.1493,1.1789,,15225940.15,37838181.37,1.10705518,1
003839.OF,20230421,20230331,1.8451,1.8451,,349041444.8,352229309.08,1.8451,1
003839.OF,20230120,20221231,1.8234,1.8234,,367101408.32,371724469.35,1.8234,1
002792.OF,20230421,20230331,1.4568,1.4568,,88480131.45,149350727.16,1.4568,1
002792.OF,20230120,20221231,1.4505,1.4505,,357559311.55,437604604.91,1.4505,1
003634.OF,20230421,20230331,1.9864,1.9864,,2165183800.56,2722365330.6,1.9864,1
003634.OF,20230120,20221231,1.9742,1.9742,,2370917778.43,2952575271.47,1.9742,1
003950.OF,20230422,20230331,1.305,1.5987,,803934.0,220123384.9,1.65458754,1
003950.OF,20230120,20221231,1.2875,1.5812,,841081.48,217695874.7,1.63239958,1
003861.OF,20230421,20230331,1.3968,1.3968,,71104943.75,132498243.64,1.3968,1
003861.OF,20230118,20221231,1.3857,1.3857,,87422112.9,152616091.56,1.3857,1
003502.OF,20230421,20230331,1.3986,1.3986,,759127074.77,995103816.18,1.3986,1
003502.OF,20230120,20221231,1.3978,1.3978,,129320938.86,2630085197.97,1.3978,1
673081.OF,20230421,20230331,0.918,1.048,,362595507.64,365632294.24,0.91967313,1
673081.OF,20230119,20221231,0.9118,1.0418,,360181152.02,363297784.16,0.91346183,1
003835.OF,20230421,20230331,1.379,1.744,,3966288213.85,3966288213.85,1.36703737,1
003835.OF,20230120,20221231,1.43,1.795,,4557552488.31,4557552488.31,1.41759495,1
001758.OF,20230421,20230331,1.452,1.452,,94849032.23,94849032.23,1.452,1
001758.OF,20230120,20221231,1.46,1.46,,96158394.22,96158394.22,1.46,1
003292.OF,20230421,20230331,1.33,1.33,,1750669950.97,1799910644.6,1.33,1
003292.OF,20230120,20221231,1.242,1.242,,842545786.16,842545786.16,1.242,1
002846.OF,20230421,20230331,1.9957,2.6957,,714416324.67,714416324.67,2.57304016,1
002846.OF,20230119,20221231,2.0281,2.7281,,723306919.48,723306919.48,2.61481323,1
002683.OF,20230421,20230331,1.275,1.545,,134445441.73,134445441.73,1.4859375,1
002683.OF,20230120,20221231,1.385,1.655,,144681719.55,144681719.55,1.61413603,1
003663.OF,20230421,20230331,1.5453,1.5453,,51635810.77,51635810.77,1.5453,1
003663.OF,20230120,20221231,1.4755,1.4755,,60015301.73,60015301.73,1.4755,1
002780.OF,20230422,20230331,2.6724,2.7924,,501726953.4,532325860.1,2.79651008,1
002780.OF,20230128,20221231,2.6939,2.8139,,508384742.01,540624240.23,2.81900857,1
003713.OF,20230421,20230331,2.3123,2.4923,,288229121.09,808162800.02,2.423647,1
003713.OF,20230119,20221231,2.0324,2.2124,,239418043.89,477920348.3,2.13026864,1
003751.OF,20230421,20230331,2.2194,2.2194,,1146973707.95,1421377648.62,2.2194,1
003751.OF,20230120,20221231,2.1465,2.1465,,1493181863.48,1809125053.79,2.1465,1
003182.OF,20230421,20230331,1.262,1.307,,25884713.49,26611497.81,1.31461744,1
003182.OF,20230120,20221231,1.2433,1.2883,,59613826.37,60500350.67,1.29513776,1
003378.OF,20230421,20230331,1.8672,2.1033,,1497172157.39,1497172157.39,2.14274562,1
003378.OF,20230119,20221231,1.689,1.9251,,1378479257.63,1378479257.63,1.93824836,1
003413.OF,20230422,20230331,1.5172,1.5172,,152829902.95,154769582.5,1.5172,1
003413.OF,20230120,20221231,1.606,1.606,,143653539.31,143653539.31,1.606,1
001530.OF,20230421,20230331,0.989,1.1943,,20713872.13,30632953.17,1.18894979,1
001530.OF,20230120,20221231,0.9775,1.1828,,20547987.99,31085211.57,1.17512479,1
003446.OF,20230421,20230331,2.0371,2.1371,,31987291.69,66786169.8,2.22280544,1
003446.OF,20230119,20221231,1.8057,1.9057,,26849924.29,48540467.92,1.97031063,1
003501.OF,20230421,20230331,1.1421,1.8173,,1573298395.46,3427468695.26,1.9026843,1
003501.OF,20230118,20221231,1.0762,1.7514,,984203345.82,1526913826.64,1.79289804,1
002906.OF,20230422,20230331,1.178,1.178,,538776773.09,663750802.94,1.178,1
002906.OF,20230120,20221231,1.102,1.102,,505646714.62,627340260.64,1.102,1
002006.OF,20230421,20230331,1.432,1.432,,480777477.77,480777477.77,1.432,1
002006.OF,20230120,20221231,1.401,1.401,,542088945.27,542088945.27,1.401,1
003586.OF,20230421,20230331,0.8787,0.8787,,547357.9,2906392.2,0.8787,1
003586.OF,20230119,20221231,0.7609,0.7609,,517001.0,2603088.36,0.7609,1
519623.OF,20230421,20230331,1.5778,1.6378,,241662320.83,242205845.08,1.67176746,1
519623.OF,20230119,20221231,1.558,1.618,,288298606.02,291462559.04,1.65078825,1
001874.OF,20230422,20230331,1.592,1.762,,808731707.43,808731707.43,1.85231747,1
001874.OF,20230120,20221231,1.548,1.718,,766358637.62,766358637.62,1.80112277,1
001756.OF,20230421,20230331,1.083,1.549,,550455633.43,550455633.43,1.60538637,1
001756.OF,20230120,20221231,1.041,1.507,,573621454.53,573621454.53,1.54312762,1
003641.OF,20230422,20230331,1.423,1.494,,152298.8,246418280.24,1.52281491,1
003641.OF,20230120,20221231,1.3754,1.4464,,141385.59,238240661.47,1.47187606,1
003601.OF,20230421,20230331,1.07,1.368,,206736239.47,207228490.86,1.39803527,1
003601.OF,20230120,20221231,1.054,1.352,,370769876.79,375110321.75,1.37713007,1
001633.OF,20230421,20230331,1.1265,1.2875,,260515868.63,345152570.52,1.31655042,1
001633.OF,20230120,20221231,1.1202,1.2812,,288601192.76,378389949.37,1.30918755,1
673071.OF,20230421,20230331,1.7475,1.9605,,18551945.66,75888710.48,2.1197175,1
673071.OF,20230119,20221231,1.7274,1.9404,,18935223.82,199758571.38,2.0953362,1
003397.OF,20230420,20230331,1.694,1.694,,102112941.92,102112941.92,1.694,1
003397.OF,20230120,20221231,1.168,1.168,,52947940.37,52947940.37,1.168,1
002563.OF,20230421,20230331,2.3756,2.3756,,580086357.7,580086357.7,2.3756,1
002563.OF,20230119,20221231,2.3536,2.3536,,449512155.92,449512155.92,2.3536,1
002133.OF,20230421,20230331,2.226,2.226,,139319734.41,139319734.41,2.226,1
002133.OF,20230120,20221231,2.106,2.106,,132621717.45,132621717.45,2.106,1
003484.OF,20230421,20230331,1.2973,1.3573,,37123753.9,371814500.02,1.35936187,1
003484.OF,20230120,20221231,1.2894,1.3494,,38654196.56,425930234.7,1.35108394,1
003295.OF,20230422,20230331,1.0879,1.3795,,1679712930.94,2600038097.94,1.41400785,1
003295.OF,20230120,20221231,1.0769,1.3685,,2019970271.97,3083519486.86,1.3997105,1
004040.OF,20230421,20230331,1.329,1.629,,288596497.99,1085375043.63,1.49906483,1
004040.OF,20230120,20221231,1.302,1.602,,286123969.97,1056135613.29,1.46860979,1
003760.OF,20230422,20230331,1.0953,1.1591,,52530223.86,57107721.72,1.15286189,1
003760.OF,20230120,20221231,1.013,1.0768,,48395478.66,52010497.73,1.06623674,1
001790.OF,20230422,20230331,2.21,2.21,,5723977323.87,6971395486.14,2.21,1
001790.OF,20230120,20221231,2.207,2.207,,5898834165.22,7273942735.45,2.207,1
004549.OF,20230421,20230331,1.3011,1.8451,,114882913.14,114882913.14,1.87847478,1
004549.OF,20230120,20221231,1.2389,1.7829,,113074949.64,113074949.64,1.78867298,1
004405.OF,20230422,20230331,1.1578,1.3815,,283899288.51,309076110.91,1.42456612,1
004405.OF,20230120,20221231,1.1485,1.3722,,402205913.17,437274120.38,1.41312332,1
004854.OF,20230421,20230331,1.2298,1.2298,,1646946478.07,2904466940.85,1.2298,1
004854.OF,20230120,20221231,1.203,1.203,,1508109768.29,2620799467.19,1.203,1
150968.OF,20230421,20230331,1.849,4.5459,,828374208.24,828388443.06,1.88398493,1
150968.OF,20230119,20221231,1.942,4.6389,,881106085.32,881106085.32,1.97874458,1
004774.OF,20230421,20230331,1.2116,1.2116,,55001259.07,55001259.07,1.2116,1
004774.OF,20230120,20221231,1.2156,1.2156,,53656681.31,53656681.31,1.2156,1
004521.OF,20230421,20230331,1.2689,1.2689,,3734619.59,12334407.91,1.2689,1
004521.OF,20230119,20221231,1.1771,1.1771,,3276919.54,10726309.61,1.1771,1
004683.OF,20230421,20230331,2.0224,2.0224,,341633361.04,384684122.3,2.0224,1
004683.OF,20230120,20221231,2.0094,2.0094,,348682747.65,376492174.92,2.0094,1
202212.OF,20230422,20230331,2.2876,2.4059,,250376433.36,250376433.36,2.2876,1
202212.OF,20230120,20221231,2.3146,2.433,,261731277.88,261731277.88,2.3146,1
004202.OF,20230421,20230331,1.1902,1.3849,,1399852573.03,1400967547.82,1.38575375,1
004202.OF,20230120,20221231,1.1713,1.366,,1529931365.73,1530376344.64,1.36374842,1
004648.OF,20230422,20230331,1.1127,1.3687,,740501438.11,740501438.11,1.39715756,1
004648.OF,20230120,20221231,1.0919,1.3479,,671581375.92,671581375.92,1.37104012,1
004446.OF,20230422,20230331,1.393,1.393,,63458004.75,68777213.73,1.393,1
004446.OF,20230120,20221231,1.3955,1.3955,,63568051.86,68904374.54,1.3955,1
004716.OF,20230420,20230331,1.5424,1.6233,,762183796.57,913039747.44,1.62149995,1
004716.OF,20230117,20221231,1.4688,1.5497,,553214555.02,584404293.95,1.54412547,1
004616.OF,20230422,20230331,2.9312,3.0002,,2939447826.84,5099573920.86,3.0237981,1
004616.OF,20230120,20221231,2.2701,2.3391,,679805344.21,2161208694.51,2.34181362,1
004476.OF,20230421,20230331,1.606,1.606,,847236328.74,847236328.74,1.606,1
004476.OF,20230120,20221231,1.615,1.615,,814533684.35,814533684.35,1.615,1
004666.OF,20230421,20230331,1.7484,1.7484,,2911775680.39,4539378836.92,1.6919092,1
004666.OF,20230120,20221231,1.6144,1.6144,,2438083874.05,4002744647.5,1.56223874,1
004698.OF,20230422,20230331,1.69,1.69,,3188532603.41,3643865477.22,1.69,1
004698.OF,20230120,20221231,1.816,1.816,,3257019317.33,3656273368.46,1.816,1
004496.OF,20230422,20230331,2.2473,2.2473,,94809537.68,276658468.81,2.2473,1
004496.OF,20230120,20221231,2.1162,2.1162,,129965882.44,309121882.05,2.1162,1
003516.OF,20230422,20230331,2.8776,2.8776,,1049125127.15,1050475609.02,2.8776,1
003516.OF,20230120,20221231,2.5765,2.5765,,776616780.06,791487887.32,2.5765,1
002495.OF,20230422,20230331,1.32,1.32,,31646146.17,48994814.85,1.32,1
002495.OF,20230120,20221231,1.294,1.294,,31593815.26,51475701.16,1.294,1
004597.OF,20230422,20230331,1.1941,1.1941,,302973451.44,1035722486.57,1.1941,1
004597.OF,20230120,20221231,1.2244,1.2244,,431349701.28,1348744504.05,1.2244,1
004488.OF,20230421,20230331,1.3315,1.3315,,69119170.95,185510932.89,1.3315,1
004488.OF,20230120,20221231,1.309,1.309,,68872689.87,192715550.77,1.309,1
004265.OF,20230421,20230331,0.9949,1.514,,464897431.04,464897431.04,1.56725495,1
004265.OF,20230120,20221231,0.9604,1.4795,,448772541.13,448772541.13,1.51290748,1
004352.OF,20230421,20230331,1.3713,1.3713,,1093066.48,1093066.48,1.3713,1
004352.OF,20230120,20221231,1.323,1.323,,1113849.19,1113849.19,1.323,1
210006.OF,20230421,20230331,1.4248,1.6587,,32306141.02,36578154.47,1.4248,1
210006.OF,20230120,20221231,1.3923,1.6219,,62383820.37,67001969.27,1.3923,1
001596.OF,20230420,20230331,1.513,1.608,,135542.06,247585063.04,1.65217583,1
001596.OF,20230117,20221231,1.506,1.601,,126962.53,303822212.15,1.64453193,1
001817.OF,20230421,20230331,1.346,1.398,,451400362.22,690491501.02,1.39963371,1
001817.OF,20230120,20221231,1.321,1.373,,502684293.01,791907828.39,1.37363754,1
320015.OF,20230422,20230331,2.1642,2.1642,,212025008.93,212025008.93,2.1642,1
320015.OF,20230120,20221231,1.7927,1.7927,,120586849.05,120586849.05,1.7927,1
168501.OF,20230421,20230331,2.223,2.223,,136855814.54,136855814.54,2.223,1
168501.OF,20230120,20221231,2.2217,2.2217,,147119969.01,147119969.01,2.2217,1
002861.OF,20230421,20230331,1.442,1.442,,60387022.31,60387022.31,1.442,1
002861.OF,20230120,20221231,1.426,1.426,,60806365.89,60806365.89,1.426,1
001965.OF,20230421,20230331,1.8657,1.8657,,130637931.73,331359962.59,1.8657,1
001965.OF,20230120,20221231,1.6702,1.6702,,58266537.74,67338547.28,1.6702,1
004694.OF,20230423,20230331,1.006,1.006,,85805096.5,91228407.05,1.006,1
004694.OF,20230128,20221231,0.9558,0.9558,,81574954.86,87107356.19,0.9558,1
001806.OF,20230421,20230331,1.282,1.332,,597454126.23,690798750.14,1.33356878,1
001806.OF,20230120,20221231,1.258,1.308,,651601053.58,777501564.6,1.30860338,1
001576.OF,20230422,20230331,2.31,2.412,,1867517468.51,2193683845.18,2.40455056,1
001576.OF,20230120,20221231,2.363,2.465,,1951252498.4,2212524735.64,2.45971991,1
673120.OF,20230421,20230331,1.792,1.792,,7909427.56,23550073.41,1.792,1
673120.OF,20230119,20221231,1.71,1.71,,5896311.8,20958390.87,1.71,1
001731.OF,20230421,20230331,1.146,1.146,,17566954.7,32552919.69,1.146,1
001731.OF,20230120,20221231,1.199,1.199,,17930944.43,33250848.1,1.199,1
165531.OF,20230420,20230331,1.2485,1.3542,,312745946.2,312745946.2,1.3734725,1
165531.OF,20230117,20221231,1.1493,1.255,,88923453.36,88923453.36,1.26434277,1
004340.OF,20230421,20230331,1.4905,1.4905,,1953489790.46,1953489790.46,1.4905,1
004340.OF,20230119,20221231,1.471,1.471,,2098918758.11,2098918758.11,1.471,1
004456.OF,20230422,20230331,1.4931,1.4931,,11831945.12,11831945.12,1.4931,1
004456.OF,20230120,20221231,1.4264,1.4264,,9242934.44,9242934.44,1.4264,1
001579.OF,20230422,20230331,2.1021,2.1021,,926326892.36,943665248.08,2.1021,1
001579.OF,20230120,20221231,2.1913,2.1913,,1114936442.13,1125862360.37,2.1913,1
004517.OF,20230422,20230331,1.085,1.403,,1418641531.33,1418641531.33,1.44813963,1
004517.OF,20230120,20221231,1.079,1.397,,2033763477.98,2033763477.98,1.44013148,1
001266.OF,20230420,20230331,2.0019,2.0339,,63328233.57,63328233.57,2.0019,1
001266.OF,20230119,20221231,1.9149,1.9469,,62927310.91,62927310.91,1.9149,1
004183.OF,20230421,20230331,2.2849,2.2849,,218108212.03,218662386.39,2.2849,1
004183.OF,20230120,20221231,2.0983,2.0983,,170733582.79,187980581.58,2.0983,1
004119.OF,20230421,20230331,1.819,1.819,,177526993.08,177526993.08,1.819,1
004119.OF,20230120,20221231,1.779,1.779,,177537414.62,177537414.62,1.779,1
001707.OF,20230422,20230331,1.546,1.546,,105669319.1,152809657.24,1.546,1
001707.OF,20230120,20221231,1.463,1.463,,113548257.44,114604385.87,1.463,1
001656.OF,20230420,20230331,2.1773,2.1773,,194080095.36,194080095.36,2.1773,1
001656.OF,20230119,20221231,2.1527,2.1527,,201346615.05,201346615.05,2.1527,1
004223.OF,20230420,20230331,1.7268,2.2531,,34126794.75,34126794.75,1.62448637,1
004223.OF,20230120,20221231,1.5388,2.0651,,30809808.62,30809808.62,1.44762545,1
001532.OF,20230421,20230331,3.571,3.571,,3865796927.94,4246546255.06,3.571,1
001532.OF,20230120,20221231,3.594,3.594,,4348607819.5,4769652282.95,3.594,1
004634.OF,20230422,20230331,1.8543,1.8543,,132514545.94,197343445.06,1.8543,1
004634.OF,20230128,20221231,1.8929,1.8929,,136813913.91,178652235.11,1.8929,1
003834.OF,20230421,20230331,2.943,2.943,,15609337280.41,15993871696.59,2.943,1
003834.OF,20230120,20221231,2.847,2.847,,15345590466.76,15695654782.28,2.847,1
004505.OF,20230422,20230331,1.956,1.956,,508889408.84,509739417.48,1.956,1
004505.OF,20230120,20221231,1.792,1.792,,465827503.47,466389368.26,1.792,1
004532.OF,20230421,20230331,0.9481,0.9481,,14551778.6,23895352.23,0.9481,1
004532.OF,20230120,20221231,0.9146,0.9146,,14425665.71,23202963.46,0.9146,1
002319.OF,20230421,20230331,2.268,2.348,,476894293.92,476894293.92,2.43852638,1
002319.OF,20230118,20221231,2.068,2.148,,148616933.24,148616933.24,2.22348878,1
001856.OF,20230421,20230331,3.779,3.779,,8922004496.12,8922004496.12,3.779,1
001856.OF,20230120,20221231,3.7,3.7,,8556959215.42,8556959215.42,3.7,1
004351.OF,20230421,20230331,2.1421,2.1421,,86834470.56,86834470.56,2.1421,1
004351.OF,20230120,20221231,1.7271,1.7271,,52406029.57,52406029.57,1.7271,1
004604.OF,20230421,20230331,2.3063,2.3063,,302825739.21,414257465.83,2.3063,1
004604.OF,20230120,20221231,2.341,2.341,,244734285.5,302739394.8,2.341,1
001879.OF,20230421,20230331,1.8698,1.8698,,653020128.93,1345847644.82,1.8698,1
001879.OF,20230120,20221231,1.9426,1.9426,,664173070.52,1355045548.86,1.9426,1
004050.OF,20230421,20230331,1.138,1.5322,,70366539.41,78828485.87,1.61863721,1
004050.OF,20230120,20221231,1.0655,1.4597,,134509729.35,139678590.03,1.51551665,1
004227.OF,20230421,20230331,1.1378,1.1378,,1320339.78,4154703.81,1.1378,1
004227.OF,20230119,20221231,1.1365,1.1365,,2505592.41,10587098.93,1.1365,1
003765.OF,20230421,20230331,1.2911,1.2911,,694868607.16,1555564703.6,1.2911,1
003765.OF,20230120,20221231,1.2669,1.2669,,654763345.49,1367526013.87,1.2669,1
004481.OF,20230423,20230331,1.1993,1.1993,,60246402.24,63333690.62,1.1993,1
004481.OF,20230119,20221231,1.1666,1.1666,,58632323.85,58865326.81,1.1666,1
004205.OF,20230422,20230331,1.1461,1.1461,,76308226.31,76308226.31,1.1461,1
004205.OF,20230119,20221231,1.0795,1.0795,,76875491.71,76875491.71,1.0795,1
004423.OF,20230423,20230331,3.075,3.075,,716204188.94,961200161.82,3.075,1
004423.OF,20230120,20221231,2.773,2.773,,519481204.92,678479465.23,2.773,1
003938.OF,20230422,20230331,1.2786,1.3396,,16597344.38,23289071.33,1.34147018,1
003938.OF,20230120,20221231,1.2351,1.2961,,21313184.4,29980877.51,1.29583124,1
001789.OF,20230422,20230331,1.0945,1.1605,,46472251.45,47246321.53,1.16449656,1
001789.OF,20230120,20221231,1.0222,1.0882,,47263664.55,47984054.41,1.08757276,1
004450.OF,20230421,20230331,1.7459,1.7459,,1312839948.36,1312839948.36,1.7459,1
004450.OF,20230120,20221231,1.638,1.638,,1241108158.51,1241108158.51,1.638,1
004403.OF,20230421,20230331,1.2643,1.2643,,8100127.67,10522830.63,1.2643,1
004403.OF,20230119,20221231,1.2496,1.2496,,8244742.76,10694849.8,1.2496,1
004192.OF,20230421,20230331,1.3558,1.3558,,79555981.91,146228612.33,1.3558,1
004192.OF,20230118,20221231,1.2803,1.2803,,69423083.64,125672886.59,1.2803,1
020022.OF,20230422,20230331,2.213,2.213,,117089316.43,117089316.43,2.213,1
020022.OF,20230120,20221231,2.169,2.169,,116649754.94,116649754.94,2.169,1
004457.OF,20230421,20230331,1.099,1.313,,36754169.5,36754169.5,1.33995965,1
004457.OF,20230120,20221231,1.0679,1.2819,,35714554.05,35714554.05,1.30204087,1
001745.OF,20230421,20230331,1.309,1.449,,354115422.55,607461345.66,1.47665368,1
001745.OF,20230120,20221231,1.287,1.427,,403504208.29,723499905.47,1.45183597,1
004320.OF,20230422,20230331,1.7689,1.7689,,90466719.73,90466719.73,1.7689,1
004320.OF,20230120,20221231,1.3339,1.3339,,35381010.1,35381010.1,1.3339,1
004394.OF,20230422,20230331,1.6348,1.6348,,89939370.25,89939370.25,1.6348,1
004394.OF,20230120,20221231,1.6541,1.6541,,90781945.97,90781945.97,1.6541,1
400013.OF,20230422,20230331,1.2901,1.6964,,26171174.11,232344024.41,1.49878356,1
400013.OF,20230119,20221231,1.2609,1.664,,26580185.42,229045126.06,1.46486023,1
004513.OF,20230422,20230331,1.1023,1.3723,,120813395.56,170831261.57,1.34524926,1
004513.OF,20230121,20221231,1.0534,1.3234,,122957990.39,187241734.42,1.28557159,1
004263.OF,20230421,20230331,1.686,1.898,,834601268.22,834601268.22,1.95804644,1
004263.OF,20230120,20221231,1.856,2.068,,927066064.45,927066064.45,2.15547698,1
002064.OF,20230421,20230331,1.773,2.073,,639574632.8,639581201.34,2.19806179,1
002064.OF,20230120,20221231,1.588,1.888,,657179102.46,657179102.46,1.9687096,1
004099.OF,20230422,20230331,1.0534,1.0534,,51130723.94,51130723.94,1.0534,1
004099.OF,20230120,20221231,1.0289,1.0289,,39101141.44,39101141.44,1.0289,1
004098.OF,20230422,20230331,0.9518,0.9518,,57630943.31,57630943.31,0.9518,1
004098.OF,20230120,20221231,0.8952,0.8952,,52876541.82,52876541.82,0.8952,1
004495.OF,20230422,20230331,1.3748,1.4789,,312373299.38,312373299.38,1.47781313,1
004495.OF,20230120,20221231,1.3423,1.4464,,343217792.63,343217792.63,1.44287792,1
002161.OF,20230420,20230331,1.289,1.289,,13693503.81,13693503.81,1.16113636,1
002161.OF,20230120,20221231,1.274,1.274,,50587064.87,50587064.87,1.1476243,1
001648.OF,20230421,20230331,1.325,1.325,,48329710.85,54066032.09,1.325,1
001648.OF,20230120,20221231,1.257,1.257,,51011767.27,53736409.54,1.257,1
004250.OF,20230421,20230331,1.8392,1.8392,,20921015.37,20921015.37,1.8392,1
004250.OF,20230119,20221231,1.7585,1.7585,,29890554.34,29890554.34,1.7585,1
004361.OF,20230421,20230331,1.2697,1.3008,,9818769.13,35227352.99,1.30805256,1
004361.OF,20230120,20221231,1.225,1.2561,,10968865.14,45905531.86,1.26200235,1
004266.OF,20230421,20230331,1.4484,1.5374,,93897668.55,117956791.72,1.57703675,1
004266.OF,20230118,20221231,1.4383,1.5273,,93258146.32,117839461.38,1.56603974,1
003745.OF,20230421,20230331,1.8701,1.8701,,3175332593.86,3175332593.86,1.8701,1
003745.OF,20230120,20221231,2.0013,2.0013,,3442238013.04,3442238013.04,2.0013,1
004413.OF,20230421,20230331,1.225,1.225,,52836176.78,52836176.78,1.225,1
004413.OF,20230120,20221231,1.2178,1.2178,,52527563.75,52527563.75,1.2178,1
004390.OF,20230422,20230331,3.0601,3.1501,,989057577.5,1647495091.71,3.32963361,1
004390.OF,20230120,20221231,3.0163,3.1063,,1030318370.85,1795258173.52,3.2819757,1
002003.OF,20230421,20230331,1.366,1.366,,39019373.08,54379760.19,1.366,1
002003.OF,20230120,20221231,1.358,1.358,,43926494.53,56704838.66,1.358,1
004278.OF,20230421,20230331,1.3586,1.3586,,2711770312.44,2711770312.44,1.3586,1
004278.OF,20230120,20221231,1.343,1.343,,2680603954.18,2680603954.18,1.343,1
004434.OF,20230422,20230331,1.5191,1.5191,,76332055.79,125166377.21,1.5191,1
004434.OF,20230120,20221231,1.5234,1.5234,,97716839.41,148420034.07,1.5234,1
004436.OF,20230421,20230331,1.2954,1.2954,,161076652.57,175659307.45,1.2954,1
004436.OF,20230120,20221231,1.2703,1.2703,,157947799.59,172268358.52,1.2703,1
004218.OF,20230422,20230331,1.3219,1.3619,,95173304.67,344815502.92,1.36333563,1
004218.OF,20230120,20221231,1.2938,1.3338,,132663403.41,393288395.16,1.33435482,1
004448.OF,20230422,20230331,2.2255,2.2255,,181253223.69,181253223.69,2.2255,1
004448.OF,20230120,20221231,2.0731,2.0731,,172168699.67,172168699.67,2.0731,1
004292.OF,20230421,20230331,1.8564,1.8564,,81298084.45,81298084.45,1.8564,1
004292.OF,20230120,20221231,1.7166,1.7166,,76484224.59,76484224.59,1.7166,1
004332.OF,20230422,20230331,1.5604,1.5604,,46958222.13,46958222.13,1.5604,1
004332.OF,20230118,20221231,1.504,1.504,,49210294.75,49210294.75,1.504,1
004139.OF,20230422,20230331,1.8027,1.8027,,757193065.51,757193065.51,1.8027,1
004139.OF,20230120,20221231,1.9334,1.9334,,922803553.95,922803553.95,1.9334,1
519212.OF,20230421,20230331,2.0037,2.0037,,1652196282.92,1668030292.7,2.0037,1
519212.OF,20230120,20221231,1.9153,1.9153,,1804360412.37,1804360412.37,1.9153,1
004148.OF,20230421,20230331,1.7868,1.7868,,513380163.74,513380163.74,1.7868,1
004148.OF,20230120,20221231,1.7525,1.7525,,507360372.9,507360372.9,1.7525,1
004393.OF,20230421,20230331,2.0404,2.0404,,52048747.66,52048747.66,2.0404,1
004393.OF,20230119,20221231,1.9474,1.9474,,49493526.95,49493526.95,1.9474,1
004341.OF,20230420,20230331,2.2038,2.2038,,143242446.34,143242446.34,2.2038,1
004341.OF,20230119,20221231,2.0437,2.0437,,121426977.74,121426977.74,2.0437,1
004477.OF,20230421,20230331,1.4648,1.5148,,775399063.06,775399063.06,1.53064569,1
004477.OF,20230120,20221231,1.3878,1.4378,,748017011.91,748017011.91,1.45018439,1
004359.OF,20230421,20230331,1.6155,1.6655,,31968116.87,53821507.48,1.6979325,1
